¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°ÏÀ]¦w¸ô73«Ñ31~60¸¹,133.4,¦í,,,1060425,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041102,250.88000000000002,3,2,4,¦³,¦³,12380000,49346,,0.0,0,,RPVNMLSJNHMFFBD68CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¤¤¦è°Ï³»¬ü¤Tµó151~180¸¹,18.67,¦í,,,1021225,¤g¦a1«Øª«1¨®¦ì1,¤Q¤»¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1051026,193.39,3,2,2,¦³,¦³,10620000,54915,©Y¹D¥­­±,0.0,0,,RPVOMLQLNHMFFAD68CA
¥_°Ï,¤g¦a,¥ú½å¬q691~720¦a¸¹,133.58,¦í,,,1060307,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10000000,74862,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPXOMLQKNHMFFAD78CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¦¨¥\¸ô1~30¸¹,14.5,°Ó,,,1060306,¤g¦a4«Øª«2¨®¦ì0,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0731228,181.3,4,4,2,¦³,¦³,3750000,20684,,0.0,0,,RPWNMLPKNHMFFAD48CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¤j¿³µó132«Ñ1~30¸¹,88.46,¦í,,,1060331,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1051020,246.21,5,2,4,¦³,µL,12800000,51988,,0.0,0,,RPPNMLTJNHMFFAD08CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w¥­°Ï¥ÃµØ¤Kµó193«Ñ31~60¸¹,22.77,¦í,,,1060416,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811024,109.99000000000001,3,2,2,¦³,¦³,3650000,33185,,0.0,0,,RPQNMLLKNHMFFAD47CA
¦w¥­°Ï,¤g¦a,§®¹Ø¬q1201~1230¦a¸¹,73.83,¦í,,,1060424,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5860000,79372,,0.0,0,,RPUPMLPJNHMFFAD38CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¤¦è°Ï¦è½å¤»µó61~90¸¹,74.0,¦í,,,1060412,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0731222,105.04,3,3,2,¦³,µL,2636400,25099,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPTOMLPJNHMFFAD18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥_°Ï¶}¤¸¸ô511~540¸¹,11.27,°Ó,,,1060330,¤g¦a3«Øª«1¨®¦ì1,¤­¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1041105,165.56,3,2,2,¦³,¦³,6900000,41677,©Y¹D¥­­±,0.0,0,,RPVOMLPJNHMFFAD38CA
¥_°Ï,«Øª«,»O«n¥«¥_°Ï¤½¶é¸ô571~600¸¹,0.0,,,,1060407,¤g¦a0«Øª«1¨®¦ì0,¤E¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831015,82.22,2,1,1,¦³,µL,1200000,14595,,0.0,0,¤g¦a¬°¤¯·R¤§®a¡C,RPXOMLPJNHMFFAD58CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¥_¶éµó8«Ñ1~30¸¹,3.23,°Ó,,,1060422,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0851202,34.2,1,1,1,¦³,µL,1680000,49123,,0.0,0,,RPWNMLSJNHMFFAD68CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±Rµ½¤Q¤Gµó6«Ñ1~30¸¹,27.03,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0870622,123.61,3,2,2,¦³,¦³,6000000,48540,,0.0,0,,RPWOMLMLNHMFFCD58CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¥Ã¦¨¸ô¤T¬q372«Ñ51§Ë61~90¸¹,108.25,¦í,,,1060301,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,1041105,178.73,4,2,3,¦³,µL,10800000,60426,,0.0,0,,RPQNMLOLNHMFFCD08CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°ÏÆQÑL¸ô103«Ñ58§Ë31~60¸¹,130.13,¦í,,,1060301,¤g¦a4«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0680227,131.04,4,2,3,¦³,µL,6800000,51893,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPUNMLRKNHMFFCD68CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸Î¹A¤@µó181~210¸¹,17.54,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0850409,107.30000000000001,3,2,2,¦³,¦³,4300000,40075,,0.0,0,,RPQNMLKKNHMFFCD57CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï·s«Ø¸ô3«Ñ1~30¸¹,27.2,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0720705,76.28,3,2,1,¦³,µL,2250000,29497,,0.0,0,,RPWNMLMKNHMFFCD38CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï³Ó§Q¸ô31~60¸¹,4.2,¦í,,,1060401,¤g¦a3«Øª«1¨®¦ì0,¤T¼h,¤K¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0830208,29.21,1,1,1,¦³,¦³,1100000,37658,,0.0,0,,RPOPMLLKNHMFFCD67CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï´I¹Aµó¤@¬q36«Ñ1~30¸¹,23.41,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0801121,124.08000000000001,3,2,2,¦³,¦³,4000000,32237,©Y¹D¥­­±,0.0,0,,RPTNMLNKNHMFFCD18CA
ªF°Ï,¤g¦a,¸ÎªF¬q871~900¦a¸¹,132.0,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,10820000,81970,,0.0,0,,RPTNMLSJNHMFFCD58CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¤¤µØªF¸ô¤G¬q181~210¸¹,2.6,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¤G¤Q¼h,¤G¤Q¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0841106,34.379999999999995,1,1,1,¦³,µL,1680000,48866,,0.0,0,,RPWNMLSJNHMFFCD88CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¥Á±Ú¸ô¤@¬q31~60¸¹,67.0,°Ó,,,1060301,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0610815,68.66,6,1,3,¦³,µL,9000000,131081,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«,RPXOMLPJNHMFFCD78CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï³Ó§Q¸ô52«Ñ1~30¸¹,54.0,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿j³y,0510101,61.56,1,1,2,¦³,µL,2700000,43860,,0.0,0,,RPPNMLRJNHMFFCD08CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï¤¯ªFµó1~30¸¹,19.43,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0871218,130.88,4,2,2,¦³,¦³,4500000,34383,©Y¹D¾÷±ñ,0.0,0,,RPPOMLOJNHMFFCD87CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¨|¦w¤@µó151~180¸¹,117.53,¦í,,,1060410,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050119,256.65999999999997,7,4,2,¦³,¦³,15000000,58443,,0.0,0,,RPOOMLPJOHMFFBD87CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¦ú¦è¸ô31~60¸¹,87.31,¦í,,,1060422,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050328,184.88,4,2,3,¦³,µL,9000000,48680,,0.0,0,,RPTNMLRKNHMFFBD48CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¦ú¦è¸ô1~30¸¹,87.32,¦í,,,1060422,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050328,181.08,5,2,3,¦³,µL,8800000,48597,,0.0,0,,RPUNMLRKNHMFFBD58CA
¦w«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w«n°Ï¤½¾Ç¸ô¥|¬q54«Ñ105§Ë31~60¸¹,117.58,¦í,,,1060422,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040128,167.06,4,2,3,¦³,µL,7880000,47169,,0.0,0,,RPWNMLRKNHMFFBD78CA
¦w«n°Ï,¤g¦a,°ê¦w¬q1651~1680¦a¸¹,143.75,¦í,,,1060412,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9816688,68290,,0.0,0,,RPXNMLQLNHMFFBD88CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï¤j§»¨½14¾Fºñ¤t¥_µó137«Ñ1~30¸¹,129.83,¦í,,,1060421,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020730,330.65000000000003,5,3,4,¦³,¦³,14300000,43248,,0.0,0,,RPRNMLQKNHMFFAR86CA
¬hÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¬hÀç°Ï¤hªL¨½1¾F¤h½åµó151~180¸¹,113.02,¦í,,,1060407,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1060301,162.0,4,2,3,¦³,µL,7100000,43827,,0.0,0,,RPPOMLSKNHMFFAR96CA
¬hÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¬hÀç°ÏªFª@¨½13¾F±d¼Öµó101«Ñ1~30¸¹,86.0,¦í,,,1060324,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1041020,169.57,4,3,4,¦³,µL,6000000,35384,,0.0,0,,RPUNMLPJNHMFFAR96CA
¬hÀç°Ï,¤g¦a,¬hÀç¬q·Å­íú@¤p¬q1471~1500¦a¸¹,266.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4827900,18150,,0.0,0,,RPWNMLPJNHMFFAR17CA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï·s¥_¨½©PªZµó79«Ñ1~30¸¹,120.62,¦í,,,1060322,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0781213,149.71,4,2,3,¦³,µL,7530000,50297,,0.0,0,,RPQNMLRJNHMFFAR76CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï¸Î¤å¤@µó61~90¸¹,138.55,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì2,¤C¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1051208,496.0,3,2,4,¦³,¦³,39700000,80040,©Y¹D¥­­±,0.0,0,,RPSNMLQLNHMFFCD48CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ïªøºa¸ô¤T¬q66«Ñ31~60¸¹,49.36,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤gºc³y,0770809,150.07,3,2,2,¦³,µL,8000000,53308,©Y¹D¥­­±,0.0,0,,RPVNMLQLNHMFFCD78CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï±R¼w¤G¤Qµó1~30¸¹,225.0,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,1020117,622.32,5,2,6,¦³,µL,45000000,72310,,0.0,0,,RPPOMLQLNHMFFCD28CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«ªF°Ï¤j¦P¸ô¤G¬q61~90¸¹,18.36,¨ä¥L,,,1060401,¤g¦a1«Øª«1¨®¦ì3,¤C¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0831216,218.54000000000002,3,2,2,¦³,¦³,3104040,14204,©Y¹D¥­­±,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPVOMLLMNHMFFCD48CA
¬hÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¬hÀç°Ï¥úºÖ¨½24¾F¬hÀç¸ô¤@¬q931~960¸¹,80.98,¦í,,,1060410,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0691027,156.92,4,2,4,¦³,µL,4550000,28996,,0.0,0,,RPQNMLOJNHMFFAR09CA
³Â¨§°Ï,¤g¦a,·¾¤láY¬q241~270¦a¸¹,247.5,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060428,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,445500,1800,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLLKNHMFFCR56CA
©x¥Ð°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«©x¥Ð°Ï¤GÂí¨½¤GÂí61~90¸¹,108.72,¹A,,,1060409,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050510,160.91,4,2,3,¦³,µL,5580000,34678,,0.0,0,,RPUNMLSJNHMFFCR47CA
¤j¤º°Ï,¤g¦a,¤G­«·Ë¬q61~90¦a¸¹,2280.0,,´ËªL°Ï,°ê¤g«O¦w¥Î¦a,1060427,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1200000,526,,0.0,0,,RPPNMLQJNHMFFCR76CA
³Â¨§°Ï,¤g¦a,®ü°ñ¬q1081~1110¦a¸¹,216.57,¹A,,,1060420,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,649264,2998,,0.0,0,,RPQNMLSJNHMFFCR07CA
©x¥Ð°Ï,¤g¦a,Å@¦w¬q301~330¦a¸¹,2128.81,¦í,,,1060421,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6173549,2900,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPVNMLPJNHMFFCR27CA
¥Õªe°Ï,¤g¦a,·s¿³¬q511~540¦a¸¹,3284.0,¹A,,,1060314,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,29000000,8831,,0.0,0,,RPUNMLPJNHMFFBR07CA
¥Õªe°Ï,¤g¦a,ÁTºß´ò¬qÁTºß´ò¤p¬q121~150¦a¸¹,3418.25,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060424,¤g¦a8«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1879350,550,,0.0,0,,RPSNMLTJNHMFFBR27CA
«á¾À°Ï,¤g¦a,¦w·Ë¼d¬q³»¼d¤p¬q1591~1620¦a¸¹,1717.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060328,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1560000,909,,0.0,0,,RPPNMLKKNHMFFBR78CA
¥Õªe°Ï,¤g¦a,Ãö¤lÀ­¬q541~570¦a¸¹,2000.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060427,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,320000,160,,0.0,0,,RPVNMLMLNHMFFBR07CA
±N­x°Ï,¤g¦a,«O·½¬q1351~1380¦a¸¹,1600.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060503,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1248000,780,,0.0,0,,RPPNMLPJNHMFFDR86DA
ªF¤s°Ï,¤g¦a,«e¤j®H¬q31~60¦a¸¹,2347.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,500000,213,,0.0,0,¿ËÄÝ¶¡¶R½æ,RPQNMLPJNHMFFBR76DA
³Â¨§°Ï,¤g¦a,²øÂ§¬q1~30¦a¸¹,555.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060413,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2250000,4054,,0.0,0,,RPSNMLSJNHMFFCR37DA
¤UÀç°Ï,¤g¦a,Àç«n¬q931~960¦a¸¹,47.18,¦í,,,1060419,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,713500,15123,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLKKNHMFFCR98DA
¤UÀç°Ï,¤g¦a,Àç«n¬q931~960¦a¸¹,0.33,¨ä¥L,,,1060419,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4608,0,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLKKNHMFFCR09DA
·sÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«·sÀç°Ï·s«n¨½17¾F¶¦­ðµó115«Ñ9§Ë1~30¸¹,219.0,¦í,,,1060412,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030616,436.58,4,2,5,¦³,µL,17500000,40084,,0.0,0,,RPSNMLOJNHMFFAR76DA
·sÀç°Ï,¤g¦a,«Ø°ê¬q601~630¦a¸¹,322.65,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060419,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2600000,8058,,0.0,0,§t¹D¸ô¨Ï¥Î,RPQNMLPJNHMFFAR66DA
¥É¤«°Ï,¤g¦a,¥É¤¤¬q61~90¦a¸¹,96.85,°Ó,,,1060402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1160280,11980,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLKKNHMFFGR07DA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°Ï¤jÆW¸ô240«Ñ1~30¸¹,9.2,°Ó,,,1060401,¤g¦a2«Øª«1¨®¦ì1,¤­¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850725,103.23,3,2,2,¦³,¦³,3400000,32936,©Y¹D¾÷±ñ,0.0,0,,RPVNMLKKNHMFFHR47DA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï?¬w¨½¤T§ø¤Gµó11«Ñ1~30¸¹,100.59,°Ó,,,1060403,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951128,294.33,14,0,14,¦³,µL,15800000,53681,,0.0,0,,RPQOMLTKNHMFFHR87CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°Ï¤å¤Æ¸ô242«Ñ1~30¸¹,37.41,¦í,,,1060405,¤g¦a2«Øª«1¨®¦ì1,¤»¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820818,154.48000000000002,3,2,2,¦³,µL,3650000,23628,¤@¼Ó¥­­±,0.0,0,,RPQOMLOJNHMFFHR27CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï·s¦æµó33«Ñ31~60¸¹,95.77,¦í,,,1060326,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1021210,205.0,6,1,5,¦³,µL,11580000,56488,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«-ªù´Y¥~±À¡C,RPUNMLPJNHMFFHR67CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°ÏªF¾ô¤­¸ô91~120¸¹,9.68,°Ó,,,1060407,¤g¦a1«Øª«1¨®¦ì0,¤Q¤­¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1051026,93.50999999999999,3,1,1,¦³,¦³,6200000,66303,,0.0,0,,RPQPMLPJNHMFFHR47CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°ÏªF¾ô¤­¸ô91~120¸¹,13.94,°Ó,,,1060328,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¤@¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1051026,119.75999999999999,3,1,1,¦³,¦³,6000000,50100,©Y¹D¥­­±,0.0,0,,RPRPMLPJNHMFFHR57CA
